id	crohnall.yes	crohnall.no	commensal.yes	commensal.no	pvalues	pvalues.adj	pvalues.adj.bh
OG0001429:___putative_acyl-CoA_thioester_hydrolase	27	0	24	0	1	1	1
OG0010989:___Crotonobetainyl-CoA:carnitine_CoA-transferase	1	26	0	24	1	1	1
OG0003687:___Phosphatidate_cytidylyltransferase	17	10	19	5	0.234992863922461	1	1
OG0002250:___putative_dehydrogenase	27	0	24	0	1	1	1
OG0008062:___hypothetical_protein	0	27	2	22	0.216470588235294	1	1
OG0002515:___Glycogen_synthase	27	0	24	0	1	1	1
OG0002701:___ATP_synthase_subunit_alpha	27	0	24	0	1	1	1
OG0001594:___putative_inner_membrane_protein	27	0	24	0	1	1	1
OG0006923:___Gene_25-like_lysozyme	2	25	1	23	1	1	1
OG0008327:___hypothetical_protein	2	25	0	24	0.491764705882353	1	1
OG0001006:___Acetyl_esterase	27	0	24	0	1	1	1
OG0011081:___hypothetical_protein	1	26	0	24	1	1	1
OG0000737:___Maltose/maltodextrin_import_ATP-binding_protein_MalK	27	0	24	0	1	1	1
OG0009751:___inner_membrane_ABC_transporter_permease_protein_YjfF	0	27	1	23	0.470588235294118	1	1
OG0003643:___Acetate_CoA-transferase_subunit_alpha	26	1	20	4	0.174595795765115	1	1
OG0010184:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0011450:___Miniconductance_mechanosensitive_channel	1	26	0	24	1	1	1
OG0009514:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0010089:___F1_capsule_antigen_precursor	0	27	1	23	0.470588235294118	1	1
OG0007873:___hypothetical_protein	0	27	2	22	0.216470588235294	1	1
OG0005853:___hypothetical_protein	2	25	4	20	0.402314117136216	1	1
OG0011014:___hypothetical_protein	1	26	0	24	1	1	1
OG0006104:___Flagellar_biosynthesis_protein_FlhA	2	25	2	22	1	1	1
OG0005261:___Prophage_CP4-57_regulatory_protein_(AlpA)	4	23	6	18	0.485295157152421	1	1
OG0003296:___Caffeine_dehydrogenase_subunit_beta	26	1	24	0	1	1	1
OG0002299:___hypothetical_protein	27	0	24	0	1	1	1
OG0001654:___hypothetical_protein	27	0	24	0	1	1	1
OG0005501:___Replication_protein_C_(RepC)	2	25	5	19	0.23227248346147	1	1
OG0003163:___putative_diguanylate_cyclase_YedQ	27	0	23	1	0.470588235294118	1	1
OG0010753:___hypothetical_protein	1	26	0	24	1	1	1
OG0004264:___hypothetical_protein	7	20	17	7	0.00198280700180023	1	1
OG0008937:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0005838:___Methylaspartate_mutase_E_chain	2	25	4	20	0.402314117136216	1	1
OG0007059:___hypothetical_protein	2	25	1	23	1	1	1
OG0011226:___putative_6-phosphogluconolactonase	1	26	0	24	1	1	1
OG0007977:___hypothetical_protein	0	27	2	22	0.216470588235294	1	1
OG0007813:___hypothetical_protein	1	26	1	23	1	1	1
OG0007032:___hypothetical_protein	1	26	2	22	0.595486194477791	1	1
OG0011129:___hypothetical_protein	1	26	0	24	1	1	1
OG0008431:___Protease_2	2	25	0	24	0.491764705882353	1	1
OG0002071:___Persistence_and_stress-resistance_toxin_PasT	27	0	24	0	1	1	1
OG0001780:___VWA_domain_containing_CoxE-like_protein	27	0	24	0	1	1	1
OG0004416:___hypothetical_protein	10	17	11	13	0.578005185577681	1	1
OG0001283:___Hydrogenase_2_maturation_protease	27	0	24	0	1	1	1
OG0000146:___DNA-directed_RNA_polymerase_subunit_beta	27	0	24	0	1	1	1
OG0007078:___type_III_secretion_system_protein_SsaQ	0	27	3	21	0.0971908763505402	1	1
OG0003582:___50S_ribosomal_protein_L36_2	24	3	23	1	0.61234093637455	1	1
OG0008266:___hypothetical_protein	2	25	0	24	0.491764705882353	1	1
OG0007308:___Conjugal_transfer_protein_TrbH	3	24	0	24	0.237647058823529	1	1
OG0003802:___Integrase_core_domain_protein	15	12	14	10	1	1	1
OG0007946:___hypothetical_protein	0	27	2	22	0.216470588235294	1	1
OG0005150:___hypothetical_protein	8	19	4	20	0.335273627438932	1	1
OG0004216:___Fimbrial_subunit_ElfA_precursor	9	18	16	8	0.0254493510232954	1	1
OG0007224:___conjugative_transfer_ATPase,_family	2	25	1	23	1	1	1
OG0006296:___hypothetical_protein	5	22	0	24	0.0524609843937575	1	1
OG0009903:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0006445:___Altronate_dehydratase	2	25	2	22	1	1	1
OG0010990:___hypothetical_protein	1	26	0	24	1	1	1
OG0007752:___hypothetical_protein	1	26	1	23	1	1	1
OG0005264:___Multidrug_export_protein_EmrB	4	23	6	18	0.485295157152421	1	1
OG0004088:___Intracellular_multiplication_and_human_macrophage-killing	17	10	9	15	0.0949572165407092	1	1
OG0003871:___Bacteriophage_CII_protein	15	12	12	12	0.781924352415865	1	1
OG0011558:___USG-1_protein	1	26	0	24	1	1	1
OG0007693:___hypothetical_protein	1	26	1	23	1	1	1
OG0005685:___hypothetical_protein	5	22	2	22	0.424727337743608	1	1
OG0006862:___Citrate_lyase_subunit_beta	1	26	2	22	0.595486194477791	1	1
OG0008224:___hypothetical_protein	2	25	0	24	0.491764705882353	1	1
OG0011562:___hypothetical_protein	1	26	0	24	1	1	1
OG0002111:___RNA_polymerase_sigma_factor_RpoS	27	0	24	0	1	1	1
OG0002080:___DNA-binding_protein_StpA	27	0	24	0	1	1	1
OG0008487:___Inner_membrane_transport_protein_YdhC	2	25	0	24	0.491764705882353	1	1
OG0002689:___HTH-type_transcriptional_regulator_YidZ	27	0	24	0	1	1	1
OG0006369:___hypothetical_protein	5	22	0	24	0.0524609843937575	1	1
OG0001438:___Threonylcarbamoyl-AMP_synthase	27	0	24	0	1	1	1
OG0008805:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0009633:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0005483:___hypothetical_protein	3	24	5	19	0.450527445020561	1	1
OG0006125:___Membrane-associated_protein_UidC_precursor	4	23	1	23	0.35390156062425	1	1
OG0011862:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0007920:___Acetoin_dehydrogenase_operon_transcriptional_activator_AcoR	0	27	2	22	0.216470588235294	1	1
OG0011010:___hypothetical_protein	1	26	0	24	1	1	1
OG0010927:___hypothetical_protein	1	26	0	24	1	1	1
OG0009064:___putative_inner_membrane_transporter_yiJE	0	27	1	23	0.470588235294118	1	1
OG0000695:___DNA_adenine_methyltransferase_YhdJ	27	0	24	0	1	1	1
OG0006735:___putative_sulfoacetate_transporter_SauU	4	23	0	24	0.112749099639856	1	1
OG0002162:___Aspartate_racemase	27	0	24	0	1	1	1
OG0001731:___Flagellin	26	1	24	0	1	1	1
OG0002109:___Hydrogenase_isoenzymes_formation_protein_HypD	27	0	24	0	1	1	1
OG0001765:___DNA-3-methyladenine_glycosylase_2	27	0	24	0	1	1	1
OG0002166:___Acetyl-CoA_acetyltransferase	27	0	24	0	1	1	1
OG0004799:___Phage_stabilization_protein	13	14	2	22	0.00218438107191562	1	1
OG0005451:___hypothetical_protein	3	24	6	18	0.275910502746373	1	1
OG0004990:___Type_IV_leader_peptidase_family_protein	5	22	7	17	0.511276016664133	1	1
OG0004470:___Fe(3+)_dicitrate_transport_protein_FecA_precursor	9	18	8	16	1	1	1
OG0004104:___hypothetical_protein	10	17	10	14	0.780137155511061	1	1
OG0003743:___hypothetical_protein	17	10	14	10	0.780137155511061	1	1
OG0002910:___Single-stranded_DNA-binding_protein	27	0	24	0	1	1	1
OG0000904:___Ribonuclease_HI	27	0	24	0	1	1	1
OG0011340:___putative_HTH-type_transcriptional_regulator_YdfH	1	26	0	24	1	1	1
OG0008981:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0007865:___hypothetical_protein	0	27	2	22	0.216470588235294	1	1
OG0002606:___Xylose_isomerase	27	0	24	0	1	1	1
OG0008265:___putative_cadaverine/lysine_antiporter	2	25	0	24	0.491764705882353	1	1
OG0010128:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0007165:___Nucleoid-associated_protein_YejK	1	26	2	22	0.595486194477791	1	1
OG0010357:___hypothetical_protein	1	26	0	24	1	1	1
OG0001388:___K(+)/H(+)_antiporter_NhaP2	27	0	24	0	1	1	1
OG0003205:___Sulfoxide_reductase_heme-binding_subunit_YedZ	26	1	24	0	1	1	1
OG0002265:___Dihydroneopterin_aldolase	27	0	24	0	1	1	1
OG0006130:___hypothetical_protein	1	26	4	20	0.174595795765115	1	1
OG0003048:___hypothetical_protein	27	0	24	0	1	1	1
OG0002076:___LysM_domain/BON_superfamily_protein	27	0	24	0	1	1	1
OG0007206:___hypothetical_protein	2	25	1	23	1	1	1
OG0011880:___Low-affinity_putrescine_importer_PlaP	0	27	1	23	0.470588235294118	1	1
OG0010547:___hypothetical_protein	1	26	0	24	1	1	1
OG0011194:___hypothetical_protein	1	26	0	24	1	1	1
OG0010560:___hypothetical_protein	1	26	0	24	1	1	1
OG0002019:___Inner_membrane_protein_YphA	27	0	24	0	1	1	1
OG0005096:___HTH-type_transcriptional_regulator_GntR	6	21	6	18	1	1	1
OG0010451:___hypothetical_protein	1	26	0	24	1	1	1
OG0006913:___hypothetical_protein	1	26	2	22	0.595486194477791	1	1
OG0000965:___Farnesyl_diphosphate_synthase	27	0	24	0	1	1	1
OG0002908:___hypothetical_protein	27	0	24	0	1	1	1
OG0001622:___N,N'-diacetylchitobiose-specific_phosphotransferase_enzyme_IIA_component	27	0	24	0	1	1	1
OG0001394:___PTS-dependent_dihydroxyacetone_kinase,_dihydroxyacetone-binding_subunit_DhaK	27	0	24	0	1	1	1
OG0006665:___hypothetical_protein	3	24	1	23	0.61234093637455	1	1
OG0006248:___hypothetical_protein	4	23	1	23	0.35390156062425	1	1
OG0008888:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0004734:___Ascorbate-specific_permease_IIC_component_UlaA	10	17	6	18	0.384483855903391	1	1
OG0005308:___Tyrosine_recombinase_XerC	5	22	5	19	1	1	1
OG0006276:___Helix-turn-helix_domain_protein	5	22	0	24	0.0524609843937575	1	1
OG0002881:___Ribosomal_large_subunit_pseudouridine_synthase_F	27	0	24	0	1	1	1
OG0003089:___Threonine_efflux_protein	26	1	24	0	1	1	1
OG0011025:___hypothetical_protein	1	26	0	24	1	1	1
OG0001104:___N-acetylglucosamine-6-phosphate_deacetylase	27	0	24	0	1	1	1
OG0005626:___hypothetical_protein	2	25	5	19	0.23227248346147	1	1
OG0003260:___Glycine_betaine/L-proline_transport_system_permease_protein_ProW	26	1	24	0	1	1	1
OG0006966:___hypothetical_protein	0	27	3	21	0.0971908763505402	1	1
OG0005139:___hypothetical_protein	4	23	8	16	0.186675118992215	1	1
OG0002200:___Alcohol_dehydrogenase	27	0	24	0	1	1	1
OG0011779:___Phosphorylated_carbohydrates_phosphatase	0	27	1	23	0.470588235294118	1	1
OG0003905:___iron-dicitrate_transporter_substrate-binding_subunit	20	7	13	11	0.156332610611463	1	1
OG0009087:___Ureidoglycolate_dehydrogenase_(NAD(+))	0	27	1	23	0.470588235294118	1	1
OG0006989:___hypothetical_protein	0	27	3	21	0.0971908763505402	1	1
OG0002556:___Nickel-responsive_regulator	27	0	24	0	1	1	1
OG0001583:___hypothetical_protein	27	0	24	0	1	1	1
OG0008340:___hypothetical_protein	2	25	0	24	0.491764705882353	1	1
OG0001468:___Low_conductance_mechanosensitive_channel_YnaI	27	0	24	0	1	1	1
OG0008572:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0011366:___hypothetical_protein	1	26	0	24	1	1	1
OG0006938:___hypothetical_protein	1	26	2	22	0.595486194477791	1	1
OG0000742:___60_kDa_chaperonin	27	0	24	0	1	1	1
OG0011235:___GTP-binding_protein_EngA	1	26	0	24	1	1	1
OG0004769:___Putative_1,2-phenylacetyl-CoA_epoxidase,_subunit_D	4	23	11	13	0.0294376790195089	1	1
OG0000798:___HTH-type_transcriptional_regulator_SgrR	27	0	24	0	1	1	1
OG0009908:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0007138:___hypothetical_protein	0	27	3	21	0.0971908763505402	1	1
OG0008611:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0004928:___Plasmid_stability_protein	10	17	3	21	0.0583695661921736	1	1
OG0011676:___putative_mechanosensitive_channel_protein	1	26	0	24	1	1	1
OG0011344:___hypothetical_protein	1	26	0	24	1	1	1
OG0000100:___Phage_DNA_packaging_protein_Nu1	23	4	21	3	1	1	1
OG0000170:___Motility_protein_B	27	0	24	0	1	1	1
OG0008388:___hypothetical_protein	2	25	0	24	0.491764705882353	1	1
OG0000391:___Rare_lipoprotein_A_precursor	27	0	24	0	1	1	1
OG0006758:___S-adenosylmethionine_decarboxylase_proenzyme_precursor	0	27	3	21	0.0971908763505402	1	1
OG0009743:___LicD_family_protein	0	27	1	23	0.470588235294118	1	1
OG0004804:___Bacterial_regulatory_proteins,_luxR_family	4	23	11	13	0.0294376790195089	1	1
OG0008690:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0008942:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0008152:___Fructose-1-phosphate_phosphatase_YqaB	2	25	0	24	0.491764705882353	1	1
OG0003942:___Phage_virion_morphogenesis_family_protein	15	12	10	14	0.404330407061853	1	1
OG0006221:___hypothetical_protein	3	24	2	22	1	1	1
OG0000048:___2-dehydro-3-deoxygluconokinase	23	4	18	6	0.485295157152421	1	1
OG0011104:___hypothetical_protein	1	26	0	24	1	1	1
OG0001305:___Curli_production_assembly/transport_component_CsgG	27	0	24	0	1	1	1
OG0004436:___Autoinducer_2_import_system_permease_protein_LsrD	8	19	13	11	0.0937463860267731	1	1
OG0000688:___DNA_topoisomerase_4_subunit_B	27	0	24	0	1	1	1
OG0004475:___Putative_sgc_region_protein_SgcQ	8	19	12	12	0.161420561083853	1	1
OG0004411:___Ash_protein_family_protein	11	16	6	18	0.37244807795627	1	1
OG0002625:___Glycerol-3-phosphate_dehydrogenase_[NAD(P)+]	27	0	24	0	1	1	1
OG0008145:___hypothetical_protein	2	25	0	24	0.491764705882353	1	1
OG0003414:___hypothetical_protein	26	1	23	1	1	1	1
OG0003419:___NmrA-like_family_protein	26	1	23	1	1	1	1
OG0006034:___cell_envelope_integrity_inner_membrane_protein_TolA	0	27	5	19	0.0180940461290899	1	1
OG0005589:___Integral_membrane_protein_TerC_family_protein	5	22	3	21	0.707133917396746	1	1
OG0010446:___hypothetical_protein	1	26	0	24	1	1	1
OG0002688:___Multidrug_resistance_protein_MdtL	27	0	24	0	1	1	1
OG0009114:___Divergent_AAA_domain_protein	0	27	1	23	0.470588235294118	1	1
OG0009665:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0002529:___sn-glycerol-3-phosphate_import_ATP-binding_protein_UgpC	27	0	24	0	1	1	1
OG0007709:___hypothetical_protein	0	27	2	22	0.216470588235294	1	1
OG0008139:___hypothetical_protein	0	27	2	22	0.216470588235294	1	1
OG0000203:___D-serine_dehydratase	26	1	24	0	1	1	1
OG0003968:___Isochorismate_synthase/isochorismate_lyase	18	9	13	11	0.401843731905091	1	1
OG0000104:___Phage_terminase_large_subunit_(GpA)	22	5	20	4	1	1	1
OG0003996:___Mannosyl-D-glycerate_transport/metabolism_system_repressor_MngR	13	14	15	9	0.400443410565562	1	1
OG0004003:___putative_frv_operon_regulatory_protein	8	19	15	9	0.0255605636081234	1	1
OG0007925:___hypothetical_protein	1	26	1	23	1	1	1
OG0011146:___ankyrin_repeat_protein	1	26	0	24	1	1	1
OG0010744:___hypothetical_protein	1	26	0	24	1	1	1
OG0001291:___Chaperone_protein_TorD	27	0	24	0	1	1	1
OG0000451:___Ferritin-1	27	0	24	0	1	1	1
OG0000145:___HTH-type_transcriptional_regulator_MalT	27	0	24	0	1	1	1
OG0010505:___Cellulose_synthase_operon_protein_C_precursor	1	26	0	24	1	1	1
OG0003047:___Osmotically-inducible_protein_Y_precursor	27	0	24	0	1	1	1
OG0004270:___Alpha-xylosidase	9	18	13	11	0.16432222004204	1	1
OG0006747:___hypothetical_protein	2	25	1	23	1	1	1
OG0005883:___hypothetical_protein	5	22	1	23	0.195215958723915	1	1
OG0006753:___hypothetical_protein	1	26	2	22	0.595486194477791	1	1
OG0008241:___hypothetical_protein	1	26	1	23	1	1	1
OG0005805:___putative_rhodanese-related_sulfurtransferase	0	27	6	18	0.00747362774897192	1	1
OG0011752:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0003241:___Nitrate/nitrite_sensor_protein_NarX	27	0	23	1	0.470588235294118	1	1
OG0008046:___hypothetical_protein	1	26	1	23	1	1	1
OG0003900:___hypothetical_protein	16	11	14	10	1	1	1
OG0006410:___hypothetical_protein	1	26	3	21	0.331428571428571	1	1
OG0003200:___Flagellar_protein_FliT	26	1	24	0	1	1	1
OG0006023:___hypothetical_protein	1	26	4	20	0.174595795765115	1	1
OG0005781:___hypothetical_protein	3	24	3	21	1	1	1
OG0009994:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0010499:___hypothetical_protein	1	26	0	24	1	1	1
OG0005061:___Flagellar_M-ring_protein	7	20	5	19	0.749033630178879	1	1
OG0006375:___hypothetical_protein	5	22	0	24	0.0524609843937575	1	1
OG0005432:___Phage_late_control_gene_D_protein_(GPD)	5	22	3	21	0.707133917396746	1	1
OG0008587:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0008519:___FKBP-type_22_kDa_peptidyl-prolyl_cis-trans_isomerase	2	25	0	24	0.491764705882353	1	1
OG0006543:___putative_oxidoreductase_FixC	2	25	2	22	1	1	1
OG0007017:___Chaperone_protein_HtpG	2	25	1	23	1	1	1
OG0011796:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0011828:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0010334:___hypothetical_protein	1	26	0	24	1	1	1
OG0003166:___Sugar_efflux_transporter	27	0	23	1	0.470588235294118	1	1
OG0003036:___hypothetical_protein	27	0	24	0	1	1	1
OG0003923:___Hexuronate_transporter	19	8	12	12	0.161420561083853	1	1
OG0011143:___hypothetical_protein	1	26	0	24	1	1	1
OG0004178:___hypothetical_protein	11	16	10	14	1	1	1
OG0005265:___hypothetical_protein	3	24	7	17	0.159764846067076	1	1
OG0007120:___hypothetical_protein	0	27	3	21	0.0971908763505402	1	1
OG0010461:___hypothetical_protein	1	26	0	24	1	1	1
OG0006318:___hypothetical_protein	5	22	0	24	0.0524609843937575	1	1
OG0001506:___Gamma-aminobutyraldehyde_dehydrogenase	27	0	24	0	1	1	1
OG0003994:___mRNA_interferase_YafO	17	10	11	13	0.267174959264146	1	1
OG0001418:___DNA-binding_protein_H-NS	27	0	24	0	1	1	1
OG0000124:___Proline/betaine_transporter	27	0	23	1	0.470588235294118	1	1
OG0000388:___Carboxylate-amine_ligase_YbdK	27	0	24	0	1	1	1
OG0007980:___hypothetical_protein	0	27	2	22	0.216470588235294	1	1
OG0003678:___PsiA_protein	19	8	17	7	1	1	1
OG0000232:___Multidrug_resistance_outer_membrane_protein_MdtP_precursor	27	0	24	0	1	1	1
OG0010061:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0001851:___NMN_amidohydrolase-like_protein_YfaY	27	0	24	0	1	1	1
OG0002821:___Glycerol_uptake_facilitator_protein	27	0	24	0	1	1	1
OG0010108:___putative_aldolase_LsrF	0	27	1	23	0.470588235294118	1	1
OG0003891:___dTDP-4-dehydrorhamnose_reductase	15	12	16	8	0.566740865271796	1	1
OG0010909:___hypothetical_protein	1	26	0	24	1	1	1
OG0006033:___hypothetical_protein	1	26	4	20	0.174595795765115	1	1
OG0003395:___Phage_lysozyme	22	5	11	13	0.0100002614044202	1	1
OG0011062:___formate_hydrogenlyase_subunit_3	1	26	0	24	1	1	1
OG0002462:___Glutathione-regulated_potassium-efflux_system_protein_KefC	27	0	24	0	1	1	1
OG0003361:___Alpha-D-ribose_1-methylphosphonate_5-triphosphate_synthase_subunit_PhnI	26	1	24	0	1	1	1
OG0008379:___hypothetical_protein	1	26	1	23	1	1	1
OG0008508:___Proline-specific_permease_ProY	2	25	0	24	0.491764705882353	1	1
OG0007670:___hypothetical_protein	0	27	2	22	0.216470588235294	1	1
OG0009406:___Basal-body_rod_modification_protein_FlgD	0	27	1	23	0.470588235294118	1	1
OG0003446:___Very_short_patch_repair_protein	25	2	24	0	0.491764705882353	1	1
OG0007130:___hypothetical_protein	0	27	3	21	0.0971908763505402	1	1
OG0002733:___dTDP-4-amino-4,6-dideoxygalactose_transaminase	27	0	24	0	1	1	1
OG0006719:___hypothetical_protein	4	23	0	24	0.112749099639856	1	1
OG0006006:___Chitinase_class_I	1	26	3	21	0.331428571428571	1	1
OG0005981:___hypothetical_protein	1	26	4	20	0.174595795765115	1	1
OG0001679:___ProP_effector	27	0	24	0	1	1	1
OG0004361:___hypothetical_protein	7	20	12	12	0.0905895387255738	1	1
OG0005843:___hypothetical_protein	2	25	2	22	1	1	1
OG0002494:___hypothetical_protein	27	0	24	0	1	1	1
OG0010204:___Tripartite_tricarboxylate_transporter_TctA_family_protein	1	26	0	24	1	1	1
OG0001881:___HTH-type_transcriptional_regulator_GltC	27	0	24	0	1	1	1
OG0002891:___Maltose-binding_periplasmic_protein_precursor	27	0	24	0	1	1	1
OG0011871:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0008574:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0008108:___Metalloprotease_StcE_precursor	0	27	2	22	0.216470588235294	1	1
OG0006298:___hypothetical_protein	5	22	0	24	0.0524609843937575	1	1
OG0005413:___Tripartite_tricarboxylate_transporter_family_receptor	6	21	3	21	0.472841051314143	1	1
OG0010139:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0010403:___hypothetical_protein	1	26	0	24	1	1	1
OG0006804:___hypothetical_protein	0	27	2	22	0.216470588235294	1	1
OG0001543:___NAD(P)_transhydrogenase_subunit_alpha	27	0	24	0	1	1	1
OG0010030:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0000479:___Putative_L-lactate_dehydrogenase_operon_regulatory_protein	26	1	22	2	0.595486194477791	1	1
OG0009232:___Shikimate_dehydrogenase	0	27	1	23	0.470588235294118	1	1
OG0009561:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0010901:___integral_membrane_protein,_YccS/YhfK_family	1	26	0	24	1	1	1
OG0000681:___Small-conductance_mechanosensitive_channel	27	0	24	0	1	1	1
OG0004313:___HTH-type_transcriptional_regulator_DmlR	9	18	14	10	0.0951998621803338	1	1
OG0002085:___Multidrug_export_protein_EmrB	27	0	24	0	1	1	1
OG0011199:___Type_IV_secretion_system_protein_virB5_precursor	1	26	0	24	1	1	1
OG0007387:___Glyceraldehyde-3-phosphate_dehydrogenase_A	3	24	0	24	0.237647058823529	1	1
OG0008435:___Putative_L-galactonate_oxidoreductase	2	25	0	24	0.491764705882353	1	1
OG0010367:___hypothetical_protein	1	26	0	24	1	1	1
OG0009632:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0004191:___D-tagatose-1,6-bisphosphate_aldolase_subunit_KbaY	17	10	9	15	0.0949572165407092	1	1
OG0001435:___Tryptophan_biosynthesis_protein_TrpCF	27	0	24	0	1	1	1
OG0002946:___Thiol:disulfide_interchange_protein_DsbD_precursor	27	0	24	0	1	1	1
OG0001746:___Exodeoxyribonuclease_I	27	0	24	0	1	1	1
OG0006624:___hypothetical_protein	0	27	4	20	0.0425210084033614	1	1
OG0004073:___D-ribose-binding_periplasmic_protein_precursor	18	9	11	13	0.16432222004204	1	1
OG0011679:___hypothetical_protein	1	26	0	24	1	1	1
OG0007962:___hypothetical_protein	0	27	2	22	0.216470588235294	1	1
OG0002661:___Hexose_phosphate_transport_protein	27	0	24	0	1	1	1
OG0000338:___Inner_membrane_transport_protein_YhaO	27	0	24	0	1	1	1
OG0007784:___hypothetical_protein	1	26	1	23	1	1	1
OG0008890:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0006498:___Gnt-II_system_L-idonate_transporter	0	27	4	20	0.0425210084033614	1	1
OG0001186:___Benzylsuccinate_synthase_alpha_subunit	27	0	24	0	1	1	1
OG0002807:___Transcriptional_regulatory_protein_WalR	27	0	24	0	1	1	1
OG0009998:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0008999:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0007779:___DNA-binding_transcriptional_regulator_Nlp	0	27	2	22	0.216470588235294	1	1
