Operon	Gene	Location	Strand	Length	Gene	Synonym	Code	COG	Product	
79 	prok_00245 	274850..275353 	+ 	504 	- 	prok_00245 	- 	- 	hypothetical protein
79 	prok_00246 	275447..275935 	+ 	489 	- 	prok_00246 	- 	- 	integrating conjugative element protein, family
80 	prok_00247 	276094..276225 	- 	132 	- 	prok_00247 	- 	- 	hypothetical protein
80 	prok_00248 	276206..276976 	- 	771 	ramA 	prok_00248 	- 	- 	(R)-stereoselective amidase
81 	prok_00249 	277157..277603 	+ 	447 	ivy 	prok_00249 	- 	- 	Inhibitor of vertebrate lysozyme precursor
82 	prok_00250 	277646..280090 	- 	2445 	fadE 	prok_00250 	- 	- 	Acyl-coenzyme A dehydrogenase
83 	prok_00251 	280330..280908 	+ 	579 	gmhA 	prok_00251 	- 	- 	Phosphoheptose isomerase
84 	prok_00252 	281113..281880 	+ 	768 	- 	prok_00252 	- 	- 	putative glutamine amidotransferase
85 	prok_00253 	281851..282591 	- 	741 	- 	prok_00253 	- 	- 	L,D-transpeptidase catalytic domain
86 	prok_00254 	282903..283652 	+ 	750 	yafL_1 	prok_00254 	- 	- 	putative endopeptidase YafL precursor
86 	prok_00255 	283828..284325 	+ 	498 	- 	prok_00255 	- 	- 	Transposase
86 	prok_00256 	284336..284836 	+ 	501 	- 	prok_00256 	- 	- 	hypothetical protein
87 	prok_00257 	284743..286482 	- 	1740 	flhA_1 	prok_00257 	- 	- 	Flagellar biosynthesis protein FlhA
88 	prok_00258 	286577..287212 	+ 	636 	lafU 	prok_00258 	- 	- 	Chemotaxis protein LafU
88 	prok_00259 	287283..288338 	+ 	1056 	dinB_1 	prok_00259 	- 	- 	DNA polymerase IV
88 	prok_00260 	288390..288683 	+ 	294 	yafN 	prok_00260 	- 	- 	Antitoxin YafN
88 	prok_00261 	288686..289084 	+ 	399 	yafO 	prok_00261 	- 	- 	mRNA interferase YafO
88 	prok_00262 	289172..289546 	+ 	375 	yafP 	prok_00262 	- 	- 	putative N-acetyltransferase YafP
89 	prok_00263 	289851..291002 	+ 	1152 	rtcB_1 	prok_00263 	- 	- 	RNA-splicing ligase RtcB
89 	prok_00264 	290999..291613 	+ 	615 	prfA_1 	prok_00264 	- 	- 	Peptide chain release factor 1
90 	prok_00265 	291670..293127 	- 	1458 	pepD 	prok_00265 	- 	- 	Cytosol non-specific dipeptidase
91 	prok_00266 	293388..293846 	+ 	459 	gpt 	prok_00266 	- 	- 	Xanthine phosphoribosyltransferase
91 	prok_00267 	293938..295182 	+ 	1245 	- 	prok_00267 	- 	- 	2,6-dihydropseudooxynicotine hydrolase
91 	prok_00268 	295240..295641 	+ 	402 	crl 	prok_00268 	- 	- 	Curlin genes transcriptional activatory protein
92 	prok_00269 	295680..296735 	- 	1056 	phoE 	prok_00269 	- 	- 	Outer membrane pore protein E precursor
93 	prok_00270 	297024..298127 	+ 	1104 	proB 	prok_00270 	- 	- 	Glutamate 5-kinase
93 	prok_00271 	298139..299392 	+ 	1254 	proA 	prok_00271 	- 	- 	Gamma-glutamyl phosphate reductase
94 	prok_00273 	299737..300075 	+ 	339 	intS 	prok_00273 	- 	- 	Putative prophage CPS-53 integrase
95 	prok_00274 	300510..301034 	- 	525 	marR_1 	prok_00274 	- 	- 	Multiple antibiotic resistance protein MarR
95 	prok_00275 	301160..305290 	- 	4131 	hbp 	prok_00275 	- 	- 	Hemoglobin-binding protease hbp autotransporter precursor
96 	prok_00276 	305883..306098 	+ 	216 	- 	prok_00276 	- 	- 	Transposase
97 	prok_00277 	307400..308014 	+ 	615 	yagU 	prok_00277 	- 	- 	Inner membrane protein YagU
98 	prok_00278 	308899..309609 	- 	711 	- 	prok_00278 	- 	- 	hypothetical protein
98 	prok_00279 	309578..311221 	- 	1644 	- 	prok_00279 	- 	- 	hypothetical protein
98 	prok_00280 	311211..313736 	- 	2526 	- 	prok_00280 	- 	- 	fimbrial outer membrane usher protein TcfC
98 	prok_00281 	313762..314430 	- 	669 	- 	prok_00281 	- 	- 	putative fimbrial protein TcfA
98 	prok_00282 	314487..315074 	- 	588 	matB 	prok_00282 	- 	- 	Meningitis associated and temperature regulated protein B
98 	prok_00283 	315149..315691 	- 	543 	matA 	prok_00283 	- 	- 	Meningitis associated and temperature regulated protein A
99 	prok_00284 	316775..316915 	- 	141 	rpmJ2 	prok_00284 	- 	- 	50S ribosomal protein L36 2
99 	prok_00285 	316915..317181 	- 	267 	rpmE2 	prok_00285 	- 	- 	50S ribosomal protein L31 type B
100 	prok_00286 	317543..317644 	- 	102 	ykgR 	prok_00286 	- 	- 	putative membrane protein YkgR
101 	prok_00287 	318117..319259 	- 	1143 	- 	prok_00287 	- 	- 	NADH oxidase
101 	prok_00288 	319431..320351 	- 	921 	- 	prok_00288 	- 	- 	hypothetical protein
102 	prok_00289 	320508..321434 	+ 	927 	dmlR_2 	prok_00289 	- 	- 	D-malate degradation protein R
103 	prok_00290 	321634..322527 	+ 	894 	dmlR_3 	prok_00290 	- 	- 	D-malate degradation protein R
104 	prok_00291 	322558..323547 	- 	990 	yhdN_1 	prok_00291 	- 	- 	General stress protein 69
104 	prok_00292 	323574..324425 	- 	852 	yvgN_1 	prok_00292 	- 	- 	Glyoxal reductase
105 	prok_00293 	324991..329241 	+ 	4251 	- 	prok_00293 	- 	- 	Invasin
106 	prok_00294 	329366..330223 	- 	858 	rob_1 	prok_00294 	- 	- 	Right origin-binding protein
107 	prok_00295 	330471..331340 	+ 	870 	ytbE 	prok_00295 	- 	- 	putative oxidoreductase YtbE
108 	prok_00296 	331500..332093 	- 	594 	ykgB 	prok_00296 	- 	- 	Inner membrane protein YkgB
109 	prok_00297 	332450..333775 	- 	1326 	merA 	prok_00297 	- 	- 	Mercuric reductase
110 	prok_00298 	334002..334856 	+ 	855 	virF 	prok_00298 	- 	- 	Virulence regulon transcriptional activator VirF
111 	prok_00299 	335383..336102 	+ 	720 	lutA_1 	prok_00299 	- 	- 	Lactate utilization protein A
111 	prok_00300 	336113..337540 	+ 	1428 	lutB 	prok_00300 	- 	- 	Lactate utilization protein B
111 	prok_00301 	337533..338228 	+ 	696 	lutC 	prok_00301 	- 	- 	Lactate utilization protein C
112 	prok_00302 	338469..339137 	- 	669 	- 	prok_00302 	- 	- 	hypothetical protein
113 	prok_00303 	339319..341781 	- 	2463 	- 	prok_00303 	- 	- 	putative autotransporter precursor
113 	prok_00304 	341823..342584 	- 	762 	- 	prok_00304 	- 	- 	hypothetical protein
113 	prok_00305 	342601..342741 	- 	141 	- 	prok_00305 	- 	- 	hypothetical protein
113 	prok_00306 	342738..343532 	- 	795 	- 	prok_00306 	- 	- 	Bacterial regulatory proteins, luxR family
114 	prok_00307 	343862..344425 	- 	564 	xerD_1 	prok_00307 	- 	- 	Tyrosine recombinase XerD
115 	prok_00308 	345188..345469 	+ 	282 	- 	prok_00308 	- 	- 	hypothetical protein
116 	prok_00309 	345511..347181 	- 	1671 	betA 	prok_00309 	- 	- 	Choline dehydrogenase
116 	prok_00310 	347195..348667 	- 	1473 	betB 	prok_00310 	- 	- 	Betaine aldehyde dehydrogenase
116 	prok_00311 	348681..349268 	- 	588 	yvdT 	prok_00311 	- 	- 	putative HTH-type transcriptional regulator YvdT
117 	prok_00312 	349397..351430 	+ 	2034 	betT 	prok_00312 	- 	- 	High-affinity choline transport protein
118 	prok_00313 	352308..353396 	+ 	1089 	yahA_1 	prok_00313 	- 	- 	Cyclic di-GMP phosphodiesterase YahA
119 	prok_00314 	353438..354370 	- 	933 	allS_1 	prok_00314 	- 	- 	HTH-type transcriptional activator AllS
119 	prok_00315 	354462..354959 	- 	498 	- 	prok_00315 	- 	- 	hypothetical protein
120 	prok_00316 	355217..355822 	+ 	606 	- 	prok_00316 	- 	- 	ankyrin repeat protein
120 	prok_00317 	355862..356725 	+ 	864 	- 	prok_00317 	- 	- 	hypothetical protein
120 	prok_00318 	356715..358262 	+ 	1548 	sucD_1 	prok_00318 	- 	- 	Succinyl-CoA ligase [ADP-forming] subunit alpha
120 	prok_00319 	358262..359680 	+ 	1419 	- 	prok_00319 	- 	- 	hypothetical protein
120 	prok_00320 	359716..360081 	+ 	366 	- 	prok_00320 	- 	- 	hypothetical protein
120 	prok_00321 	360113..361063 	+ 	951 	arcC2 	prok_00321 	- 	- 	Carbamate kinase 2
120 	prok_00322 	361073..362455 	+ 	1383 	atzC 	prok_00322 	- 	- 	N-isopropylammelide isopropyl amidohydrolase
121 	prok_00323 	362832..363881 	+ 	1050 	yahK 	prok_00323 	- 	- 	putative zinc-type alcohol dehydrogenase-like protein YahK
122 	prok_00325 	364764..365396 	- 	633 	rhtC_1 	prok_00325 	- 	- 	Threonine efflux protein
123 	prok_00326 	365582..365857 	+ 	276 	bhsA_1 	prok_00326 	- 	- 	Copper-induced outer membrane component
124 	prok_00327 	365958..367544 	- 	1587 	prpR 	prok_00327 	- 	- 	Propionate catabolism operon regulatory protein
125 	prok_00328 	367783..368673 	+ 	891 	prpB 	prok_00328 	- 	- 	Methylisocitrate lyase
125 	prok_00329 	368833..370002 	+ 	1170 	prpC 	prok_00329 	- 	- 	2-methylcitrate synthase
125 	prok_00330 	370036..371487 	+ 	1452 	prpD 	prok_00330 	- 	- 	2-methylcitrate dehydratase
125 	prok_00331 	371527..373413 	+ 	1887 	acsA 	prok_00331 	- 	- 	Acetyl-coenzyme A synthetase
126 	prok_00332 	373832..375091 	+ 	1260 	codB_1 	prok_00332 	- 	- 	Cytosine permease
126 	prok_00333 	375081..376364 	+ 	1284 	codA 	prok_00333 	- 	- 	Cytosine deaminase
127 	prok_00334 	376485..377105 	- 	621 	lacA 	prok_00334 	- 	- 	Galactoside O-acetyltransferase
127 	prok_00335 	377162..378415 	- 	1254 	lacY 	prok_00335 	- 	- 	Lactose-proton symport
127 	prok_00336 	378467..381541 	- 	3075 	lacZ 	prok_00336 	- 	- 	Beta-galactosidase
127 	prok_00337 	381664..382755 	- 	1092 	lacI 	prok_00337 	- 	- 	Lactose operon repressor
128 	prok_00338 	382948..383487 	+ 	540 	- 	prok_00338 	- 	- 	hypothetical protein
129 	prok_00339 	383714..384547 	- 	834 	frmB 	prok_00339 	- 	- 	S-formylglutathione hydrolase FrmB
129 	prok_00340 	384640..385749 	- 	1110 	frmA 	prok_00340 	- 	- 	S-(hydroxymethyl)glutathione dehydrogenase
129 	prok_00341 	385784..386059 	- 	276 	frmR 	prok_00341 	- 	- 	Transcriptional repressor FrmR
130 	prok_00342 	386246..387019 	- 	774 	- 	prok_00342 	- 	- 	hypothetical protein
130 	prok_00343 	387021..387545 	- 	525 	glmU_1 	prok_00343 	- 	- 	Bifunctional protein GlmU
130 	prok_00344 	387580..388776 	- 	1197 	icaA 	prok_00344 	- 	- 	Poly-beta-1,6-N-acetyl-D-glucosamine synthase
130 	prok_00345 	388786..389457 	- 	672 	- 	prok_00345 	- 	- 	bacillithiol biosynthesis deacetylase BshB1
131 	prok_00346 	390065..391027 	+ 	963 	tauA 	prok_00346 	- 	- 	Sulfate starvation-induced protein 1
131 	prok_00347 	391040..391807 	+ 	768 	tauB 	prok_00347 	- 	- 	Taurine import ATP-binding protein TauB
131 	prok_00348 	391804..392631 	+ 	828 	ssuC_1 	prok_00348 	- 	- 	Putative aliphatic sulfonates transport permease protein SsuC
131 	prok_00349 	392628..393479 	+ 	852 	tauD 	prok_00349 	- 	- 	Alpha-ketoglutarate-dependent taurine dioxygenase
132 	prok_00350 	393519..394493 	- 	975 	hemB 	prok_00350 	- 	- 	Delta-aminolevulinic acid dehydratase
133 	prok_00351 	395019..397967 	+ 	2949 	prn 	prok_00351 	- 	- 	hypothetical protein
133 	prok_00352 	398053..398676 	+ 	624 	- 	prok_00352 	- 	- 	putative DNA-binding transcriptional regulator
134 	prok_00353 	398677..399834 	- 	1158 	ampH 	prok_00353 	- 	- 	D-alanyl-D-alanine- carboxypeptidase/endopeptidase AmpH precursor
135 	prok_00354 	400186..401406 	+ 	1221 	sbmA 	prok_00354 	- 	- 	Peptide antibiotic transporter SbmA
135 	prok_00355 	401419..402513 	+ 	1095 	- 	prok_00355 	- 	- 	hypothetical protein
136 	prok_00356 	402572..402880 	- 	309 	yaiY 	prok_00356 	- 	- 	Inner membrane protein YaiY
137 	prok_00357 	403140..403352 	+ 	213 	- 	prok_00357 	- 	- 	hypothetical protein
138 	prok_00358 	403376..404470 	- 	1095 	ddlA 	prok_00358 	- 	- 	D-alanine--D-alanine ligase A
139 	prok_00359 	404933..405193 	+ 	261 	iraP 	prok_00359 	- 	- 	Anti-adapter protein IraP
139 	prok_00360 	405294..406709 	+ 	1416 	phoA 	prok_00360 	- 	- 	Alkaline phosphatase precursor
139 	prok_00361 	406828..407148 	+ 	321 	psiF 	prok_00361 	- 	- 	Phosphate starvation-inducible protein PsiF precursor
139 	prok_00362 	407250..408365 	+ 	1116 	adrA 	prok_00362 	- 	- 	putative diguanylate cyclase AdrA
140 	prok_00363 	408382..409191 	- 	810 	proC 	prok_00363 	- 	- 	Pyrroline-5-carboxylate reductase
141 	prok_00364 	409311..409769 	+ 	459 	- 	prok_00364 	- 	- 	hypothetical protein
142 	prok_00365 	409952..410476 	+ 	525 	aroL 	prok_00365 	- 	- 	Shikimate kinase 2
142 	prok_00366 	410526..410717 	+ 	192 	- 	prok_00366 	- 	- 	hypothetical protein
143 	prok_00367 	410975..411652 	+ 	678 	- 	prok_00367 	- 	- 	AroM protein
143 	prok_00368 	411724..412008 	+ 	285 	- 	prok_00368 	- 	- 	hypothetical protein
144 	prok_00369 	412112..412291 	- 	180 	- 	prok_00369 	- 	- 	hypothetical protein
145 	prok_00370 	412652..413629 	- 	978 	rdgC 	prok_00370 	- 	- 	Recombination-associated protein RdgC
146 	prok_00371 	413688..414596 	+ 	909 	mak_1 	prok_00371 	- 	- 	Fructokinase
147 	prok_00372 	414865..416133 	- 	1269 	ydhP_1 	prok_00372 	- 	- 	Inner membrane transport protein YdhP
147 	prok_00373 	416175..419318 	- 	3144 	sbcC 	prok_00373 	- 	- 	Nuclease SbcCD subunit C
147 	prok_00374 	419315..420517 	- 	1203 	sbcD 	prok_00374 	- 	- 	Nuclease SbcCD subunit D
148 	prok_00375 	420707..421396 	+ 	690 	phoB 	prok_00375 	- 	- 	Phosphate regulon transcriptional regulatory protein PhoB
148 	prok_00376 	421454..422749 	+ 	1296 	phoR 	prok_00376 	- 	- 	Phosphate regulon sensor protein PhoR
149 	prok_00377 	423156..424475 	+ 	1320 	brnQ 	prok_00377 	- 	- 	hypothetical protein
149 	prok_00378 	424551..425924 	+ 	1374 	proY 	prok_00378 	- 	- 	Proline-specific permease ProY
149 	prok_00379 	426080..427897 	+ 	1818 	malZ 	prok_00379 	- 	- 	Maltodextrin glucosidase
150 	prok_00380 	427902..428483 	- 	582 	acpH 	prok_00380 	- 	- 	Acyl carrier protein phosphodiesterase
151 	prok_00381 	428576..429646 	+ 	1071 	queA 	prok_00381 	- 	- 	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
151 	prok_00382 	429701..430828 	+ 	1128 	tgt 	prok_00382 	- 	- 	Queuine tRNA-ribosyltransferase
151 	prok_00383 	430851..431183 	+ 	333 	- 	prok_00383 	- 	- 	preprotein translocase subunit YajC
151 	prok_00384 	431244..433058 	+ 	1815 	- 	prok_00384 	- 	- 	preprotein translocase subunit SecD
151 	prok_00385 	433069..434040 	+ 	972 	- 	prok_00385 	- 	- 	preprotein translocase subunit SecF
151 	prok_00386 	434170..434517 	+ 	348 	- 	prok_00386 	- 	- 	HNH endonuclease
152 	prok_00387 	434555..435439 	- 	885 	tsx_1 	prok_00387 	- 	- 	Nucleoside-specific channel-forming protein tsx precursor
153 	prok_00388 	435738..436277 	- 	540 	yajI 	prok_00388 	- 	- 	putative lipoprotein YajI precursor
154 	prok_00389 	436428..436877 	+ 	450 	nrdR 	prok_00389 	- 	- 	Transcriptional repressor NrdR
154 	prok_00390 	436881..437984 	+ 	1104 	ribD 	prok_00390 	- 	- 	Riboflavin biosynthesis protein RibD
154 	prok_00391 	438073..438543 	+ 	471 	ribE 	prok_00391 	- 	- 	6,7-dimethyl-8-ribityllumazine synthase
154 	prok_00392 	438563..438982 	+ 	420 	nusB 	prok_00392 	- 	- 	N utilization substance protein B
154 	prok_00393 	439060..440037 	+ 	978 	thiL 	prok_00393 	- 	- 	Thiamine-monophosphate kinase
154 	prok_00394 	440015..440533 	+ 	519 	pgpA 	prok_00394 	- 	- 	Phosphatidylglycerophosphatase A
155 	prok_00395 	440587..441561 	- 	975 	gpr_1 	prok_00395 	- 	- 	L-glyceraldehyde 3-phosphate reductase
155 	prok_00396 	441616..443478 	- 	1863 	dxs 	prok_00396 	- 	- 	1-deoxy-D-xylulose-5-phosphate synthase
155 	prok_00397 	443503..444402 	- 	900 	ispA 	prok_00397 	- 	- 	Farnesyl diphosphate synthase
155 	prok_00398 	444402..444644 	- 	243 	xseB 	prok_00398 	- 	- 	Exodeoxyribonuclease 7 small subunit
156 	prok_00399 	444850..446298 	+ 	1449 	thiI 	prok_00399 	- 	- 	tRNA sulfurtransferase
157 	prok_00400 	446352..446942 	- 	591 	yajL 	prok_00400 	- 	- 	Chaperone protein YajL
157 	prok_00401 	446905..447816 	- 	912 	panE 	prok_00401 	- 	- 	2-dehydropantoate 2-reductase
158 	prok_00402 	447984..448475 	+ 	492 	- 	prok_00402 	- 	- 	putative nucleotide-binding protein
159 	prok_00403 	448603..449967 	- 	1365 	yajR 	prok_00403 	- 	- 	Inner membrane transport protein YajR
159 	prok_00404 	450116..451006 	- 	891 	cyoE 	prok_00404 	- 	- 	Protoheme IX farnesyltransferase
159 	prok_00405 	451018..451347 	- 	330 	cyoD 	prok_00405 	- 	- 	Cytochrome o ubiquinol oxidase protein CyoD
159 	prok_00406 	451347..451961 	- 	615 	cyoC 	prok_00406 	- 	- 	Cytochrome o ubiquinol oxidase subunit 3
159 	prok_00407 	451951..453942 	- 	1992 	cyoB 	prok_00407 	- 	- 	Ubiquinol oxidase subunit 1
159 	prok_00408 	453964..454911 	- 	948 	cyoA 	prok_00408 	- 	- 	Ubiquinol oxidase subunit 2 precursor
160 	prok_00409 	455371..456846 	- 	1476 	- 	prok_00409 	- 	- 	muropeptide transporter
160 	prok_00410 	456890..457468 	- 	579 	- 	prok_00410 	- 	- 	putative lipoprotein
161 	prok_00411 	457776..458090 	+ 	315 	- 	prok_00411 	- 	- 	transcriptional regulator BolA
162 	prok_00412 	458434..459732 	+ 	1299 	tig 	prok_00412 	- 	- 	Trigger factor
163 	prok_00413 	459978..460601 	+ 	624 	clpP_1 	prok_00413 	- 	- 	ATP-dependent Clp protease proteolytic subunit precursor
163 	prok_00414 	460727..462001 	+ 	1275 	clpX 	prok_00414 	- 	- 	ATP-dependent Clp protease ATP-binding subunit ClpX
164 	prok_00415 	462189..464543 	+ 	2355 	lon_1 	prok_00415 	- 	- 	Lon protease
165 	prok_00416 	464752..465024 	+ 	273 	hupB 	prok_00416 	- 	- 	hypothetical protein
166 	prok_00417 	465216..467087 	+ 	1872 	ppiD 	prok_00417 	- 	- 	Peptidyl-prolyl cis-trans isomerase D
166 	prok_00418 	467238..467609 	+ 	372 	comEA 	prok_00418 	- 	- 	ComE operon protein 1
166 	prok_00419 	467715..468113 	+ 	399 	fadM 	prok_00419 	- 	- 	Long-chain acyl-CoA thioesterase FadM
167 	prok_00420 	468165..468860 	- 	696 	queC 	prok_00420 	- 	- 	7-cyano-7-deazaguanine synthase
167 	prok_00421 	468925..470625 	- 	1701 	sgrR_2 	prok_00421 	- 	- 	HTH-type transcriptional regulator SgrR
168 	prok_00422 	470725..471543 	+ 	819 	cof 	prok_00422 	- 	- 	HMP-PP phosphatase
168 	prok_00423 	471696..472154 	+ 	459 	lrp_1 	prok_00423 	- 	- 	Leucine-responsive regulatory protein
168 	prok_00424 	472184..473956 	+ 	1773 	yheI 	prok_00424 	- 	- 	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
168 	prok_00425 	473949..475730 	+ 	1782 	mdlB 	prok_00425 	- 	- 	Multidrug resistance-like ATP-binding protein MdlB
169 	prok_00426 	475911..476249 	+ 	339 	glnK 	prok_00426 	- 	- 	Nitrogen regulatory protein P-II 2
169 	prok_00427 	476279..477565 	+ 	1287 	amtB 	prok_00427 	- 	- 	Ammonia transporter
170 	prok_00428 	477614..478474 	- 	861 	tesB 	prok_00428 	- 	- 	Acyl-CoA thioesterase 2
171 	prok_00429 	478692..479264 	+ 	573 	- 	prok_00429 	- 	- 	hypothetical protein
172 	prok_00430 	479295..479606 	- 	312 	ogt_1 	prok_00430 	- 	- 	Methylated-DNA--protein-cysteine methyltransferase
173 	prok_00431 	479985..480338 	+ 	354 	- 	prok_00431 	- 	- 	hypothetical protein
174 	prok_00432 	480380..481930 	- 	1551 	yjcC_1 	prok_00432 	- 	- 	putative membrane protein YjcC
174 	prok_00433 	482094..482564 	- 	471 	ylaC 	prok_00433 	- 	- 	Inner membrane protein YlaC
174 	prok_00434 	482680..483231 	- 	552 	maa 	prok_00434 	- 	- 	Maltose O-acetyltransferase
174 	prok_00435 	483405..483623 	- 	219 	hha 	prok_00435 	- 	- 	Hemolysin expression-modulating protein Hha
174 	prok_00436 	483649..484023 	- 	375 	tomB 	prok_00436 	- 	- 	Toxin overexpression modulator in biofilms
175 	prok_00437 	484567..487716 	- 	3150 	acrB_1 	prok_00437 	- 	- 	Acriflavine resistance protein B
175 	prok_00438 	487739..488932 	- 	1194 	acrA_1 	prok_00438 	- 	- 	Acriflavine resistance protein A precursor
176 	prok_00439 	489074..489721 	+ 	648 	acrR 	prok_00439 	- 	- 	Potential acrAB operon repressor
176 	prok_00440 	489849..493211 	+ 	3363 	kefA_1 	prok_00440 	- 	- 	Potassium efflux system KefA precursor
177 	prok_00441 	493423..493584 	- 	162 	- 	prok_00441 	- 	- 	hypothetical protein
177 	prok_00442 	493598..494125 	- 	528 	priC 	prok_00442 	- 	- 	Primosomal replication protein N''
178 	prok_00443 	494195..494572 	+ 	378 	ybaN 	prok_00443 	- 	- 	Inner membrane protein YbaN
178 	prok_00444 	494725..495276 	+ 	552 	apt 	prok_00444 	- 	- 	Adenine phosphoribosyltransferase
178 	prok_00445 	495405..497336 	+ 	1932 	dnaX 	prok_00445 	- 	- 	DNA polymerase III subunit tau
178 	prok_00446 	497389..497718 	+ 	330 	ybaB 	prok_00446 	- 	- 	Nucleoid-associated protein YbaB
178 	prok_00447 	497718..498323 	+ 	606 	recR 	prok_00447 	- 	- 	Recombination protein RecR
178 	prok_00448 	498433..500307 	+ 	1875 	htpG 	prok_00448 	- 	- 	High temperature protein G
179 	prok_00449 	500488..501132 	+ 	645 	adk 	prok_00449 	- 	- 	Adenylate kinase
179 	prok_00450 	501264..502226 	+ 	963 	hemH 	prok_00450 	- 	- 	Ferrochelatase
180 	prok_00451 	502201..503169 	- 	969 	aes 	prok_00451 	- 	- 	Acetyl esterase
181 	prok_00452 	503321..504625 	+ 	1305 	gsk 	prok_00452 	- 	- 	Inosine-guanosine kinase
182 	prok_00453 	504755..506431 	- 	1677 	ybaL 	prok_00453 	- 	- 	Inner membrane protein YbaL
183 	prok_00454 	506670..507890 	- 	1221 	fsr 	prok_00454 	- 	- 	Fosmidomycin resistance protein
184 	prok_00455 	508108..509760 	+ 	1653 	yfkN_1 	prok_00455 	- 	- 	Trifunctional nucleotide phosphoesterase protein YfkN precursor
185 	prok_00456 	509798..510301 	- 	504 	- 	prok_00456 	- 	- 	hypothetical protein
185 	prok_00457 	510298..511098 	- 	801 	- 	prok_00457 	- 	- 	hypothetical protein
185 	prok_00458 	511122..511601 	- 	480 	ybaK 	prok_00458 	- 	- 	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
186 	prok_00459 	511805..512599 	- 	795 	- 	prok_00459 	- 	- 	TraB family protein
187 	prok_00460 	513069..513410 	+ 	342 	ybaQ 	prok_00460 	- 	- 	putative HTH-type transcriptional regulator YbaQ
188 	prok_00461 	513468..515972 	- 	2505 	copA 	prok_00461 	- 	- 	Copper-exporting P-type ATPase A
189 	prok_00462 	516235..517167 	+ 	933 	glsA1 	prok_00462 	- 	- 	Glutaminase 1
189 	prok_00463 	517170..518462 	+ 	1293 	ybaT 	prok_00463 	- 	- 	Inner membrane transport protein YbaT
189 	prok_00464 	518587..518994 	+ 	408 	cueR 	prok_00464 	- 	- 	Copper export regulator
190 	prok_00465 	518995..519699 	- 	705 	- 	prok_00465 	- 	- 	hypothetical protein
190 	prok_00466 	519696..519932 	- 	237 	- 	prok_00466 	- 	- 	hypothetical protein
190 	prok_00467 	520051..520509 	- 	459 	ybbJ 	prok_00467 	- 	- 	Inner membrane protein YbbJ
190 	prok_00468 	520506..521423 	- 	918 	hflK_1 	prok_00468 	- 	- 	Modulator of FtsH protease HflK
191 	prok_00469 	521569..522246 	+ 	678 	ybbL 	prok_00469 	- 	- 	putative ABC transporter ATP-binding protein YbbL
191 	prok_00470 	522233..523012 	+ 	780 	- 	prok_00470 	- 	- 	ABC-type uncharacterized transport system, permease component
192 	prok_00471 	523075..523929 	- 	855 	trxA_1 	prok_00471 	- 	- 	Thioredoxin
192 	prok_00472 	523990..524760 	- 	771 	sadH 	prok_00472 	- 	- 	Putative oxidoreductase SadH
